root	surfaces	lex	type	active	Id	flags	rules	Dil	anlam
Akbilge			U		OZEL	özel, ad		TR	Alim, bilgili, dü­rüst kimse.- Erkek ve kadın adı olarak kullanılır.
Akboğa			E		OZEL	özel, ad		TR	Boğa gibi güçlü ve temiz şahsiyetli. Akboğa Celayir
Akbora			E		OZEL	özel, ad		TR	#NAME?
Akbudun			E		OZEL	özel, ad		TR	Temiz, ta­nınmış soydan gelen
Akburak			E		OZEL	özel, ad		TR	Berk-Yıldırımdan türetilmiştir.Hz. Muhammedin Mirac'daki bineği. Kur'an'da böyle bir isim geçmemekle beraber, İslam kaynaklarında böyle bir binitin olduğuna dair rivayetler vardır. Burak Reis
Akcebe			E		OZEL	özel, ad		TR	Beyaz zırh sa­hibi yiğit.
Akça			K		OZEL	özel, ad		TR	Oldukça ak, be­yazca. 
Akçakiraz			K		OZEL	özel, ad		TR	Bir kiraz çeşidi.
Akçakoca			E		OZEL	özel, ad		TR	Temiz ve namuslu erkek.Osman Gazi ve Or­han Gazi'nin silah arkadaşı.
Akçalı			E		OZEL	özel, ad		TR	Varlıklı, zen­gin.
Akçam			E		OZEL	özel, ad		TR	Kuzey Ameri­ka'da yetişen bir çam türü.
Akçan			K		OZEL	özel, ad		TR	Temiz, dürüst kimse
Akçar			E		OZEL	özel, ad		TR	iyi ruhlar.
Akçıl			U		OZEL	özel, ad		TR	Beyazımsı, solgun Erkek ve kadın adı olarak kullanılır.
Akçiçek			K		OZEL	özel, ad		TR	Beyaz çi­çek- Daha çok örfte kullanılır.
Akçora			E		OZEL	özel, ad		TR	İyi ruhlar.
Akda			K		OZEL	özel, ad		AR	Himaye altında olan cariye, kadın, köle.
Akdemir			E		OZEL	özel, ad		TR	Demir gibi güçlü ve temiz yürekli. Yiğit.
Akdes			E		OZEL	özel, ad		AR	En kutsal.
Akdil			E		OZEL	özel, ad		TR	İyi, doğru, güzel konuşan kişi.
Akdoğan			E		OZEL	özel, ad		TR	Kartalgillerden, alıştırılarak kuş avında kullanılan, yırtıcı bir kuş.
Akdoru			E		OZEL	özel, ad		TR	Doruğu bulutlu dağ.
Akel			E		OZEL	özel, ad		TR	Doğru, dürüst iş­ler yapan kimse. Dürüst, güvenilir er­kek.
Akergin			E		OZEL	özel, ad		TR	Dürüst, soylu, temiz kişi.
Akerman			E		OZEL	özel, ad		TR	Dürüst, soylu, temiz kişi.
Akgiray			E		OZEL	özel, ad		TR	Dürüst, soylu, temiz kişi.
Akgül			K		OZEL	özel, ad		TR	Beyaz gül.
Akgün			E		OZEL	özel, ad		TR	Mutlu, sevinçli gün.
Akhan			E		OZEL	özel, ad		TR	Dürüst hakan.
Akıman			E		OZEL	özel, ad		TR	Cömert, eli açık kimse.
Akın			E		OZEL	özel, ad		TR	Her engeli aşan, güçlüklerden yılmayan, hızlı hareket kabiliyetine sahip.
Akınalp			E		OZEL	özel, ad		TR	Akın yapan yiğit. Yiğit.
Akıncı			E		OZEL	özel, ad		TR	Osmanlılarda ileri karakol. Ani vurkaçlarla düşman­larının moralini bozan uç süvarileri. Hafif süvari.
Akıner			E		OZEL	özel, ad		TR	Akın yapan yiğit. Yiğit.
Akıntan			E		OZEL	özel, ad		TR	Tan yeri ağa­rırken yapılan akın
Âkif			E		OZEL	özel, ad		AR	Bir şeyde sebat eden. 
Âkife			K		OZEL	özel, ad		AR	Bir şey üzerinde azimle duran, sebatlı, kararlı. 
Âkil			E		OZEL	özel, ad		AR	Akıllı, akıl sahibi. Uslu, kavrayışlı. Ali b. Ebi Talib'in kardeşi. Akil b. Ebi Talib.
Âkile			K		OZEL	özel, ad		AR	Akıllı, akıl sahibi. Uslu, kavrayışlı. Ali b. Ebi Talib'in kardeşi. Akil b. Ebi Talib.
Akipek			K		OZEL	özel, ad		TR	İpek gibi ka­dın.
Akis			K		OZEL	özel, ad		AR	Yankı. 
Akkız			K		OZEL	özel, ad		AR	#NAME?
Akkor			K		OZEL	özel, ad		TR	Işık saçacak aklığa varıncaya kadar ısıtılmış olan.
Akman			E		OZEL	özel, ad		TR	Temiz, beyaz, güzel insan. 
Akmaner			E		OZEL	özel, ad		TR	Temiz, beyaz, güzel insan. 
Akmar			K		OZEL	özel, ad		AR	Aylar, yıldızlar.
Akmer			K		OZEL	özel, ad		AR	Ay gibi beyaz(yüz)
Aknur			K		OZEL	özel, ad		TA	Beyaz nur.
Aköz			E		OZEL	özel, ad		TR	Özü sözü doğru kişi, temiz kişilikli.
Akpınar			U		OZEL	özel, ad		TR	Yerden kaynayıp çıkan su, kaynak, çeşme. Bir suyun çıktığı yer, su başı. Kaynak suyunun devamlı aktığı yer.
Aksan			E		OZEL	özel, ad		TR	#NAME?
Aksen			K		OZEL	özel, ad		TR	Sen aksın, te­mizsin, doğru ve namuslusun.
Aksevil			K		OZEL	özel, ad		TR	Her zaman sevilen, beğenilen biri olma temennisi.
Aksın			E		OZEL	özel, ad		TR	Temiz, doğru, dü­rüstsün.
Aksoy			E		OZEL	özel, ad		TR	Temiz soylu.
Aksu 			K		OZEL	özel, ad		TR	Temiz, pırıl pı­rıl su gibi. 
Aksun			E		OZEL	özel, ad		TR	Temiz, pırıl pı­rıl su gibi. 
Aksuna			K		OZEL	özel, ad		TR	Ak renkli ya­ban ördeği.
Aksuner			E		OZEL	özel, ad		TR	Doğan cin­sinden bir nevi av kuşu.Aksungur b. Abdullah. Melikşah zamanında Halep'in hakimliğini, yöneticiliğini yapan Türk Emiri.
Aksungur			E		OZEL	özel, ad		TR	Doğan cin­sinden bir nevi av kuşu.Aksungur b. Abdullah. Melikşah zamanında Halep'in hakimliğini, yöneticiliğini yapan Türk Emiri.
Aksüyek			E		OZEL	özel, ad		TR	Eski Türk­lerde soylu anlamında kullanılırdı.
Akşemseddin			E		OZEL	özel, ad		TA	Dinin güneşi.- Türk din bilgini ve hekim.(Şam 1389-Göynük 1459). Fatih'in hocasıdır. İstanbul'un fethinde bulun­du. Ünlü sahabi komutan Eba Eyyub el-Ensari'nin mezarını bulduğu söyle­nir. Türk dil kuralına göre "d/t" olarak kullanılır.
Akşın			U		OZEL	özel, ad		TR	Az ak, akımsı.
Akşit			E		OZEL	özel, ad		TR	Kutlu uğurlu. 
Aktaç			E		OZEL	özel, ad		TR	Beyaz taç.
Aktan			U		OZEL	özel, ad		TR	Aydınlık, mehtaplı gece.
Aktar			E		OZEL	özel, ad		TR	Parlak, aydınlık sabah.
Aktaş			E		OZEL	özel, ad		TR	Mermer.
Aktay			E		OZEL	özel, ad		TR	Beyaz tay. Türkler'de çok kullanılan bir isimdi.
Aktekin			E		OZEL	özel, ad		TR	Parlak, gör­kemli, temiz huylu yiğit.
Aktemür			E		OZEL	özel, ad		TR	Akdemir.
Aktolga			E		OZEL	özel, ad		TR	#NAME?
Aktuğ			E		OZEL	özel, ad		TR	Mızrağın ucu­na yapılmış ayın üstüne yapılan tüy. 
Akyıl			U		OZEL	özel, ad		TR	Temiz, güzel se­ne.Erkek ve kadın adı olarak da kullanılır.
Akyıldız			U		OZEL	özel, ad		TR	Akşama doğru doğan parlak yıldız. Çoban yıldızı, sa­bah yıldızı.
Akyiğit			E		OZEL	özel, ad		TR	#NAME?
Akyol			E		OZEL	özel, ad		TR	Dürüst, doğru ve iyi yol.
Alaaddin			E		OZEL	özel, ad		AR	Dini yücelt­mek için din uğruna çalışan kimse. Alaaddin Keykubad(1192-1237) Anadolu Selçuklu Sultanı.Türk dil kuralları açısından "d/t" olarak kullanılır.
Alacan			E		OZEL	özel, ad		TR	(bkz. Akan).
Alagün			K		OZEL	özel, ad		TR	Yazın güneş buluta girdiği zamanki gölgeli hava.
Alamet			K		OZEL	özel, ad		AR	İşaret, iz, ni­şan. 
Alanalp			E		OZEL	özel, ad		TR	Ülke alan, fetheden, fatih.
Alanay			E		OZEL	özel, ad		TR	Ülke alan, fetheden, fatih.
Alaner			E		OZEL	özel, ad		TR	Ülke alan, fetheden, fatih.
Alangoya			K		OZEL	özel, ad		MO	Altın geyik. 
Alangu			E		OZEL	özel, ad		TR	Altın geyik.
Alanur			K		OZEL	özel, ad		AR	Aydınlık, parıltı, parlaklık, niran. 
Alapınar			K		OZEL	özel, ad		TR	Yerden kaynayıp çıkan su, kaynak, çeşme. Bir suyun çıktığı yer, su başı. Kaynak suyunun devamlı aktığı yer.
Alatan			E		OZEL	özel, ad		TR	Güneş doğma­dan önce ufukta beliren karışık renk­ler.
Alatay			E		OZEL	özel, ad		TR	Derisinde be­nekler olan tay.
Alcan			K		OZEL	özel, ad		TR	Can alıcı güzel. Can alan, cesur, yürekli.
Alemdar			E		OZEL	özel, ad		AF	Bayrak ve­ya sancak tutan, taşıyan, bayraktar, sancaktar. 
Alev			K		OZEL	özel, ad		TR	Ateşten ve yanı­cı cisimlerden çıkan parlak, çeşitli şe­killere giren gazlardan meydana gelen şeffaf dil, yalım. 
Algan			E		OZEL	özel, ad		TR	Alan, fetheden, fatih.
Algın			E		OZEL	özel, ad		TR	Güçlü, iyi, gü­zel, sıcakkanlı, sevimli. 
Alguhan			E		OZEL	özel, ad		TR	Çağatay hanlığı hükümdarı.(1266). Orta Asyayı ele geçirip Harezmden Afganis­tan'a kadar sınırlarını genişletti. Cengiz'in yasalarını şiddetle uyguladı.
Algun			K		OZEL	özel, ad		PE	Aklı alınmış. 
Algûne			K		OZEL	özel, ad		PE	Serap. 
Algül			K		OZEL	özel, ad		TR	Kırmızı gül.
Alınak			E		OZEL	özel, ad		TR	Doğru, güve­nilir.
Alişan			E		OZEL	özel, ad		AF	Şan ve şerefi yüce ve yüksek olan çok değerli.
Ali			E		OZEL	özel, ad		AR	Yüce, ulu, yüksek. 
Alihan			E		OZEL	özel, ad		AT	Yüce han.
Alican			E		OZEL	özel, ad		AF	Ali ve can isimlerinin bir araya gelmesinden meydana gelmiştir. -(bkz. Ali ve Can).
Alicengiz			E		OZEL	özel, ad		AT	Akla gel­mez, şeytanca, beklenmedik ve umul­madık tarzda anlamlan ile "Alicengiz oyunu" deyiminde geçer.
Aligüher			E		OZEL	özel, ad		AF	Yaratılışı ve mayası yüce ve değerli olan.
Alikadir			E		OZEL	özel, ad		AR	Yüksek kıymette olan, çok kıymetli, çok takdir edilen, çok saygıdeğer. 
Âlim			E		OZEL	özel, ad		AR	Çok okumuş, bilgin.,
Alîm			E		OZEL	özel, ad		AR	Çok bilen. 
Âlime			K		OZEL	özel, ad		AR	Çok okumuş, bilgin.,
Alîme			K		OZEL	özel, ad		AR	2. Çok bilen. 
Alişah 			E		OZEL	özel, ad		AF	Hükümdarla­rın en yücesi. Alişah Taceddin.(?-1324). İlhanlı veziri.
Aliyar 			E		OZEL	özel, ad		AF	Yar, dost, sevgili. 
Aliye			K		OZEL	özel, ad		AR	Yüce, yüksek, bir şeyin en yukarısı, tepesi. -(bkz. Ali).
Alkan			E		OZEL	özel, ad		TR	Kırmızı kan. Alkan bey
Alkım			E		OZEL	özel, ad		TR	Gökkuşağı. Al­kım(Uluğ Bahadır) Türk Arkeolog.
Alkın			E		OZEL	özel, ad		TR	Sevdalı, aşık, vurgun. 
Alkur			E		OZEL	özel, ad		TR	Hep, bütün, herkes.
Alp			E		OZEL	özel, ad		TR	Eski Türklerde kahraman, yiğit, cesur, bahadır, pehli­van. 
Alpagu			E		OZEL	özel, ad		TR	Tek başına düşmana saldıran yiğit. 
Alpağan			E		OZEL	özel, ad		TR	Cesur, yiğit, kahraman.
Alpak			E		OZEL	özel, ad		TR	Dürüst, kahra­man, yiğit.
Alpartur			E		OZEL	özel, ad		TR	Kendine güveni olan yiğit.
Alparslan			E		OZEL	özel, ad		TR	Arslan gibi cesur ve yiğit, savaş beyi. Büyük Sel­çuklu hükümdarı. Selçukluların en büyük zaferi sayılan Malazgirt zaferi onundur(l071).
Alpay			E		OZEL	özel, ad		TR	Cesur, yiğit kimse.
Alpaydın			E		OZEL	özel, ad		TR	Cesur, yiğit kimse.
Alpbike 			E		OZEL	özel, ad		TR	Eski Türklerde kahraman, yiğit, cesur, bahadır, pehli­van. 
Alpçetin			E		OZEL	özel, ad		TR	Cesur, yiğit kimse.
Alpdemir			E		OZEL	özel, ad		TR	Cesur, yiğit kimse.
Alpdoğan			E		OZEL	özel, ad		TR	Doğuştan yiğit olan.
Alper			E		OZEL	özel, ad		TR	Eski Türklerde kahraman, yiğit, cesur, bahadır, pehli­van. 
Alperen			E		OZEL	özel, ad		TR	Yiğit, baha­dır.
Alpertunga			E		OZEL	özel, ad		TR	Efsane­vi Türk hükümdarı ve destan kahra­manı. M.Ö. 626 yıllarında yaşayıp İranlılarla uzun savaşlara giren Turan(Saka) hükümdarı olduğu söylenir.Türk, İran, Arap, Hint, Eski Yunan ve Asur kaynaklarında kendisinden deği­şik adlarla bahsedilir.
Alpgiray			E		OZEL	özel, ad		TR	Yiğit hü­kümdar. Kırım veliahtı. Bir ara Kırım Hanı da oldu.
Alphan			E		OZEL	özel, ad		TR	Yiğit hüküm­dar.
Alpkan			E		OZEL	özel, ad		TR	Yiğit soydan gelen.
Alpkın			E		OZEL	özel, ad		TR	Keskin kılıç.
Alpman			E		OZEL	özel, ad		TR	Yiğit, cesur, kahraman.
Alpnur			K		OZEL	özel, ad		TR	Eski Türklerde kahraman, yiğit, cesur, bahadır, pehli­van. 
Alpsoy			E		OZEL	özel, ad		TR	(bkz. Alpkan). Yiğit ve cesur soya mensub.
Alptekin			E		OZEL	özel, ad		TR	Kahraman şehzade. Birleşik isim. Alp
Altan			E		OZEL	özel, ad		TR	Sabahın güneş doğarkenki zamanı. 
Altay			E		OZEL	özel, ad		TR	Asya'da Batı Sibirya ile Moğolistan'ı ayıran dağlık bölge. 
Altın			K		OZEL	özel, ad		TR	Parlak, san renkte, paslanmayan, kolay işlenebi­len, ziynet eşyası olarak da kullanılan maden, zer, zeheb. 
Altınbaşak			K		OZEL	özel, ad		TR	Değerli kimse.
Altınbike			K		OZEL	özel, ad		TR	Değerli kimse.
Altınışın			K		OZEL	özel, ad		TR	Işığın en güçlü anı.
Altıniz			K		OZEL	özel, ad		TR	Işığın en güçlü anı.
Altıntaç			K		OZEL	özel, ad		TR	Altından taç.
Altuğ			E		OZEL	özel, ad		TR	#NAME?
Altunay			E		OZEL	özel, ad		TR	Ay'ın san renkli hali
Altunç			E		OZEL	özel, ad		TR	Bakır alaşı­mı. 
Altuner			E		OZEL	özel, ad		TR	Değerli kim­se.
Altunhan			E		OZEL	özel, ad		TR	Zengin ha­kan. Türklerin, Çin'de hüküm süren Türk-Moğol hükümdarlarına verdik­leri ad.
Alya			E		OZEL	özel, ad		AR	Yüksek yer, yük­seklik. 
Amanullah			E		OZEL	özel, ad		AR	Allah'ın bağışlaması. Allah'ın koruması.
Amber			K		OZEL	özel, ad		Ar	Ada balığının bağırsaklarında toplanan yumuşak, yapışkan ve misk gibi kokan, kül ren­ginde madde. 
Amid			E		OZEL	özel, ad		AR	Çok hasta. 
Âmil			E		OZEL	özel, ad		AR	Fail, yapan, işle­yen. 
Amine			K		OZEL	özel, ad		AR	Gönlü emin, kal­binde korku olmayan.Peygamber'in(s.a.s) annesinin adı.(bkz. Emine).
Âmir			E		OZEL	özel, ad		AR	Mamur eden, şen­lendiren. 
Âmire			K		OZEL	özel, ad		AR	Mamur eden, şen­lendiren. 
Ammar			E		OZEL	özel, ad		AR	Memur eden. 
Amr			E		OZEL	özel, ad		AR	Uzun yaşamak, uzun ömürlü olmak. Amr b. Madikerib
Amre			K		OZEL	özel, ad		AR	Uzun yaşamak, uzun ömürlü olmak. Amr b. Madikerib
Amuz			E		OZEL	özel, ad		PE	Bilen, öğrenmiş, öğreten.
Anber			K		OZEL	özel, ad		AR	Ada balığının bağırsaklarında toplanan yumuşak, yapışkan ve misk gibi kokan, kül ren­ginde madde. 
Andak			U		OZEL	özel, ad		TR	Hemen, o anda.Erkek ve kız adı olarak kullanılır.
Angın			E		OZEL	özel, ad		TR	Tanınmış, ünlü, namlı. 
Anı			U		OZEL	özel, ad		TR	Yaşanmış olaylardan belleğin sakladığı.Erkek ve kadın adı olarak kullanılır.
Anıl			U		OZEL	özel, ad		TR	Anılmak eylemi. 
Anif			E		OZEL	özel, ad		AR	Sert, şiddetli. 
Anife			K		OZEL	özel, ad		AR	Sert, şiddetli. 
Âraf			E		OZEL	özel, ad		AR	Cennet ile cehen­nem arasındaki yer. 
Aral			U		OZEL	özel, ad		TR	Birbirine yakın ada­lar topluluğu. Orta Asya'da bir göl.
Âram			K		OZEL	özel, ad		PE	Dinlenme, sü­kun, karar. 
Âramcan			K		OZEL	özel, ad		PE	Gönül rahatı. 
Âramdil			E		OZEL	özel, ad		PE	gönül ra­hatı. 
Arca			K		OZEL	özel, ad		AR	Temiz, namus­lu. 
Arda			E		OZEL	özel, ad		TR	Eskiden bazı ça­vuşların elde tuttukları uzun değnek. 
Ardalı			E		OZEL	özel, ad		TR	Temiz huylu, namuslu.
Ardan			E		OZEL	özel, ad		TR	Temiz huylu, namuslu.
Aref			E		OZEL	özel, ad		AR	Pek maruf, çok bilinen. 
Arefe			K		OZEL	özel, ad		AR	Arife, dini bay­ramlardan bir evvelki gün. 
Arel			E		OZEL	özel, ad		TR	Temiz, dürüst kimse.
Argu			E		OZEL	özel, ad		TR	İki dağ arası, uçurum. 
Argun			E		OZEL	özel, ad		TR	Zayıf, güçsüz, düşkün, dermansız, zebun. 
Argunşah			E		OZEL	özel, ad		TR	Er -(bkz. Argun). Argunşah.(Nizameddin) Ana­dolu Selçuklu Sultanı Kılıç Aslan II'nın oğlu. Babası ülkeyi oğullan ara­sında pay edince, hissesine Amasya düşmüştü.
Argün			E		OZEL	özel, ad		TR	Temiz, aydınlık gün.
Arhan			E		OZEL	özel, ad		TR	Üstün nitelikli, gururlu bakan.
Arıcan			E		OZEL	özel, ad		TR	Temiz, doğru kimse.
Arıç			E		OZEL	özel, ad		TR	Barış, asayiş.
Arıer			E		OZEL	özel, ad		TR	Çalışkan kimse.
Arıhan			E		OZEL	özel, ad		TR	Üstün nitelikli, gururlu bakan.
Arıkal			E		OZEL	özel, ad		TR	Temiz, doğru, dürüst kal.
Arıkan			E		OZEL	özel, ad		TR	Temiz soy.
Arıkhan			E		OZEL	özel, ad		TR	Üstün nitelikli, gururlu bakan.
Arın			E		OZEL	özel, ad		TR	Temiz, arı, saf. 
Arınç			E		OZEL	özel, ad		TR	Temiz, saf, arı. 
Arısal			E		OZEL	özel, ad		TR	An gibi çalış­kan kimse.
Arısan			E		OZEL	özel, ad		TR	Temiz, doğru tanınmış kimse.
Arısoy			E		OZEL	özel, ad		TR	Temiz, doğru tanınmış kimse.
Arıtan			E		OZEL	özel, ad		TR	Temizleyen, arı duruma getiren.
Ârif			E		OZEL	özel, ad		AR	Meşhur, çok tanın­mış, mütearif. 
Ârife			K		OZEL	özel, ad		AR	Bilgi ve irfan sa­hibi kadın. Uyanık, ince ruhlu, latif.
Arkan			E		OZEL	özel, ad		AR	Temiz, ari kan­dan gelen. 
Arkın			E		OZEL	özel, ad		TR	Yavaş, ağır, sa­kin, gelecek yıl.
Arkut			E		OZEL	özel, ad		TR	Temiz, uğurlu, kutlu.
Armağan			U		OZEL	özel, ad		PE	Hediye, peş­keş, tuhfe, bergüzer. 
Arman			E		OZEL	özel, ad		PE	Hasret, özle­me. 
Armine			K		OZEL	özel, ad		IB	İbranice isim.(bkz. Emine).
Arraf			E		OZEL	özel, ad		AR	l Falcı, kahin. Müneccim. 
Arrafe			K		OZEL	özel, ad		AR	l Falcı, kahin. Müneccim. 
Arsal			E		OZEL	özel, ad		TR	Temiz huylu, namuslu.
Arsebük			E		OZEL	özel, ad		AF	Temiz ruhlu ve çabuk. 
Arslan			E		OZEL	özel, ad		TR	Kuvvet ve saldırganlığıyla tanınan hayvan, esed, şir. 
Arslangiray			E		OZEL	özel, ad		TR	Cesur, korkusuz han. Arslan Giray
Arslanşah			E		OZEL	özel, ad		TR	Arslan gibi cesur ve yiğit şah, kral. Cesur ko­mutan. Arslan Şah
Artan			E		OZEL	özel, ad		TR	Yarar, fayda. 
Artimur			E		OZEL	özel, ad		TR	(bkz. Aktemur).
Artuç			E		OZEL	özel, ad		TR	Ucu sivri de­mirle donanmış mızrak.
Artuk			E		OZEL	özel, ad		TR	Selçuklu Emiri.(XI. yy
Arüsek			K		OZEL	özel, ad		PE	Gelin, kü­çük gelin. 
Arzık			E		OZEL	özel, ad		TR	Dindar, sofu.
Arzu			K		OZEL	özel, ad		AR	İstek, bahşiş. 
Arzuman			K		OZEL	özel, ad		AR	İstek, bahşiş. 
As			E		OZEL	özel, ad		AR	Mersin ağacı. 
Âsaf			E		OZEL	özel, ad		AR	Vezir. 
Asal			E		OZEL	özel, ad		TR	Başlıca, esaslı, te­mel.
Asalet			E		OZEL	özel, ad		AR	Soy temizliği, soyluluk.
Asena			E		OZEL	özel, ad		TR	Kurt.
Asfa			E		OZEL	özel, ad		AR	Çok saf, en temiz, halis.
Asgar			U		OZEL	özel, ad		AR	En küçük, daha kü­çük.Erkek ve kadın adı olarak kul­lanılır.
Ashab			E		OZEL	özel, ad		AR	Sahib'in çoğu­lu. 
Âsıf			E		OZEL	özel, ad		AR	Pek sert, pek şiddet­li, şiddetle esen.
Âsıfe			K		OZEL	özel, ad		AR	Şiddetle esen rüz­gar. Kur'an'da Yunus 22, İbrahim 18 ve En'am suresi 8 ayetlerde geçer.
Âsım			E		OZEL	özel, ad		AR	Yasak, yanına yaklaşılamayan. 
Âsıma			K		OZEL	özel, ad		AR	Yasak, yanına yaklaşılamayan. 
Asil			E		OZEL	özel, ad		AR	Sağlam. 
Asime			K		OZEL	özel, ad		PE	Akılsız, beyin­siz, şaşkın, sersem.İsim olarak kul­lanılmaz.
Asiye			K		OZEL	özel, ad		AR	Sütun, direk, ko­lon. 
Âsiye			K		OZEL	özel, ad		AR	Kederli üzün­tülü. Musa(a.s
Asker			E		OZEL	özel, ad		AR	Ordu, ordu ör­gülüyle ilgili. Vazife yapan. 
Askerî			E		OZEL	özel, ad		AR	Orduya mensup. Orduyla alakalı. Askeri(Ebu Ahmed el-Hasan b. Abdullah el): Zamanının ünlü alimlerdendir(903-993). Ebu Davud esSicistani'nin talebesiydi.
Aslı			K		OZEL	özel, ad		AR	Asıl, tek, dip, kü­tük, temel, esas, kaide, kural, hakikat. 
Aslıhan			K		OZEL	özel, ad		AT	Aslı ve Han kelimelerinden türetilmiş birleşik bir isimdir. Kerem ile Aslı hikayesinin kadın kahramanıdır. Güzelliğinin ya­nında saçlarının uzunluğu ve gürlü­ğünden bahsedilir.
Asri			E		OZEL	özel, ad		AR	Zamana uygun, çağdaş.
Asude			K		OZEL	özel, ad		PE	Rahatlamış, sükuna ermiş, keder ve sıkıntıdan uzak, müsterih. 
Asuman			U		OZEL	özel, ad		PE	.Gök, sema, fe­lek. Asuman ile Zeycan hikayesinin erkek kahramanı. Doğu Anadolu'da yaygın olarak anlatılır. Erkek ve ka­dın adı olarak kullanılır.
Asutay			E		OZEL	özel, ad		TR	Hırçın tay.
Asya			K		OZEL	özel, ad		TR	Dünyadaki kıtala­rın en büyüğü.
Âşık			E		OZEL	özel, ad		TR	Bir başkasını aşk­la seven. 
Aşir			E		OZEL	özel, ad		AR	Ondabir, onuncu. 
Aşkın			U		OZEL	özel, ad		TR	Geçkin, aşmış olan. 
Aşkınay			K		OZEL	özel, ad		TR	Geçkin, aşmış olan. 
Aşkıner			E		OZEL	özel, ad		TR	Geçkin, aşmış olan. 
Ata			E		OZEL	özel, ad		TR	Baba. 
Atabek			E		OZEL	özel, ad		TR	Selçuklu devletinde şehzadelerin terbiyesiyle vazifeli şahıs. 
Atabey			E		OZEL	özel, ad		TR	Devlet yönetiminde bir san. Lala.
Atacan			E		OZEL	özel, ad		TR	Baba. 
Ataç			E		OZEL	özel, ad		TR	Atalardan gelen, atalarla ilgili olan.
Ataergin			E		OZEL	özel, ad		TR	Baba. 
Atahan			E		OZEL	özel, ad		TR	Baba. 
Atakan			E		OZEL	özel, ad		TR	Düşünmek­sizin her işe sokulan adam. 
Atalay			E		OZEL	özel, ad		TR	(bkz. "Ata"). Ünlü, namlı, şöhretli. Atalay Mah­mut, Türk güreşçi. Balkan, Avrupa, Dünya ve Meksika Olimpiyatları şampiyonu oldu(1968).
Ataman			E		OZEL	özel, ad		TR	(bkz. "Ata").Ata kişi, başkan, önder. 
Ataner			E		OZEL	özel, ad		TR	Baba. 
Atasagun			U		OZEL	özel, ad		TR	Eski Türkler­de hekimlere verilen isim.
Atasan			E		OZEL	özel, ad		TR	Baba. 
Ataseven			E		OZEL	özel, ad		TR	Baba. 
Atasoy			E		OZEL	özel, ad		TR	Baba. 
Atatuğ			E		OZEL	özel, ad		TR	Baba. 
Ataullah			E		OZEL	özel, ad		AR	Birleşik isim.Allah'ın bağışladığı, hediye et­tiği, ihsanı, lütfü. Ataullah Efendi.ARapzade). Osmanlı Şeyhülislamı(1719-1785) Şam, Mekke, İstanbul kadılıklarında bulundu.
Atay			E		OZEL	özel, ad		TR	Bilinen, tanınmış.
Âtıf			E		OZEL	özel, ad		AR	Çevirme, meylet­tirme, imale. 
Âtıfa			K		OZEL	özel, ad		AR	Çevirme, meylet­tirme, imale. 
Âtıfet			K		OZEL	özel, ad		AR	Birine iyi niyet ve sevgi ile yönelme, teveccüh, meyi. 
Atıl			E		OZEL	özel, ad		TR	Girişken ol, ilerle­mek için çaba göster.
Atılay			E		OZEL	özel, ad		TR	Ünlü, namlı, şöhretli. 
Atılgan			E		OZEL	özel, ad		TR	Karşısına çıkabilecek engellerden ve tehlikeler­den korkmadan her zaman ileriye atı­lan. 
Atik			E		OZEL	özel, ad		AR	Sırtın üst kısmı. 
Atike			K		OZEL	özel, ad		AR	Sırtın üst kısmı. 
Atilla			E		OZEL	özel, ad		TR	Büyük, ünlü. 
Atiye			K		OZEL	özel, ad		AR	Bağış, bahşiş, ihsan. Hediye. 
Atkın			E		OZEL	özel, ad		TR	Atılmış. Kumaş dokumada kullanılan tabir.
Atlan			E		OZEL	özel, ad		TR	Ata bin.
Atlas			E		OZEL	özel, ad		TR	Üstü ipek, altı pamuk kumaş, diba. 
Atlıhan			E		OZEL	özel, ad		TR	Ata binmiş süvari.Birleşik isim. Atlıhan
Atsan			K		OZEL	özel, ad		AR	Susuz, susamış, teşne.
Attab			U		OZEL	özel, ad		AR	.Yumuşak huylu. Sertlik yanlısı olmayan. Uyumlu. Attab b. Esid. Sahabeden. Mekke valili­ği yapmıştır. Rasulullah tarafından atanmıştır.
Attar			E		OZEL	özel, ad		AR	Güzel kokulu bitki özleri, yağlan vb. satan, güzel koku ticareti yapan kimse. 
Atuf			E		OZEL	özel, ad		AR	Birine sevgisi olan, sevgi duyan. Allah'a karşı sevgi du­yan.
